1534753214.175831 server started (53732): version 2.7, socket /private/tmp/tmux-501/default, protocol 8
1534753214.175884 on Darwin 17.7.0 Darwin Kernel Version 17.7.0: Fri Jul  6 19:54:51 PDT 2018; root:xnu-4570.71.3~2/RELEASE_X86_64; libevent 2.1.8-stable (select)
1534753214.177529 add peer 0x7f8a6b810a00: 8 (0x7f8a6b810000)
1534753214.177566 new client 0x7f8a6b810000
1534753214.177642 loading /usr/local/etc/tmux.conf
1534753214.177662 loading /Users/boomfaya/.tmux.conf
1534753214.177679 server loop enter
1534753214.177746 peer 0x7f8a6b810a00 message 100
1534753214.177759 client 0x7f8a6b810000 IDENTIFY_FLAGS 0x10000
1534753214.177775 peer 0x7f8a6b810a00 message 101
1534753214.177791 client 0x7f8a6b810000 IDENTIFY_TERM xterm-256color
1534753214.177802 peer 0x7f8a6b810a00 message 102
1534753214.177811 client 0x7f8a6b810000 IDENTIFY_TTYNAME /dev/ttys000
1534753214.177821 peer 0x7f8a6b810a00 message 108
1534753214.177838 client 0x7f8a6b810000 IDENTIFY_CWD /Users/boomfaya/go/src/github.com/hello-operator/hello-operator
1534753214.177850 peer 0x7f8a6b810a00 message 104
1534753214.177860 client 0x7f8a6b810000 IDENTIFY_STDIN 6
1534753214.177869 peer 0x7f8a6b810a00 message 107
1534753214.177877 client 0x7f8a6b810000 IDENTIFY_CLIENTPID 53730
1534753214.177885 peer 0x7f8a6b810a00 message 105
1534753214.177899 client 0x7f8a6b810000 IDENTIFY_ENVIRON TERM_PROGRAM=Apple_Terminal
1534753214.177908 peer 0x7f8a6b810a00 message 105
1534753214.177917 client 0x7f8a6b810000 IDENTIFY_ENVIRON SHELL=/bin/bash
1534753214.177925 peer 0x7f8a6b810a00 message 105
1534753214.177935 client 0x7f8a6b810000 IDENTIFY_ENVIRON TERM=xterm-256color
1534753214.177943 peer 0x7f8a6b810a00 message 105
1534753214.177956 client 0x7f8a6b810000 IDENTIFY_ENVIRON TMPDIR=/var/folders/bd/s4sljn7971v1crx8w_ng5dw80000gn/T/
1534753214.177966 peer 0x7f8a6b810a00 message 105
1534753214.177976 client 0x7f8a6b810000 IDENTIFY_ENVIRON Apple_PubSub_Socket_Render=/private/tmp/com.apple.launchd.KwcQto41IO/Render
1534753214.177984 peer 0x7f8a6b810a00 message 105
1534753214.177994 client 0x7f8a6b810000 IDENTIFY_ENVIRON TERM_PROGRAM_VERSION=404
1534753214.178002 peer 0x7f8a6b810a00 message 105
1534753214.178012 client 0x7f8a6b810000 IDENTIFY_ENVIRON OLDPWD=/Users/boomfaya/go/src/github.com/hello-operator
1534753214.178020 peer 0x7f8a6b810a00 message 105
1534753214.178029 client 0x7f8a6b810000 IDENTIFY_ENVIRON TERM_SESSION_ID=61C5D989-F254-48DA-9F65-A63D33E0629A
1534753214.178038 peer 0x7f8a6b810a00 message 105
1534753214.178047 client 0x7f8a6b810000 IDENTIFY_ENVIRON USER=boomfaya
1534753214.178055 peer 0x7f8a6b810a00 message 105
1534753214.178064 client 0x7f8a6b810000 IDENTIFY_ENVIRON SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.xCPHqxhbIF/Listeners
1534753214.178073 peer 0x7f8a6b810a00 message 105
1534753214.178084 client 0x7f8a6b810000 IDENTIFY_ENVIRON PATH=/usr/local/bin:/usr/bin:/bin:/usr/sbin:/sbin:/usr/local/go/bin:/usr/local/go/bin:/Users/boomfaya/go/bin:/usr/local/opt/go/libexec/bin
1534753214.178093 peer 0x7f8a6b810a00 message 105
1534753214.178103 client 0x7f8a6b810000 IDENTIFY_ENVIRON PWD=/Users/boomfaya/go/src/github.com/hello-operator/hello-operator
1534753214.178111 peer 0x7f8a6b810a00 message 105
1534753214.178120 client 0x7f8a6b810000 IDENTIFY_ENVIRON LANG=fr_FR.UTF-8
1534753214.178129 peer 0x7f8a6b810a00 message 105
1534753214.178138 client 0x7f8a6b810000 IDENTIFY_ENVIRON XPC_FLAGS=0x0
1534753214.178146 peer 0x7f8a6b810a00 message 105
1534753214.178155 client 0x7f8a6b810000 IDENTIFY_ENVIRON XPC_SERVICE_NAME=0
1534753214.178164 peer 0x7f8a6b810a00 message 105
1534753214.178173 client 0x7f8a6b810000 IDENTIFY_ENVIRON SHLVL=1
1534753214.178181 peer 0x7f8a6b810a00 message 105
1534753214.178190 client 0x7f8a6b810000 IDENTIFY_ENVIRON HOME=/Users/boomfaya
1534753214.178199 peer 0x7f8a6b810a00 message 105
1534753214.178207 client 0x7f8a6b810000 IDENTIFY_ENVIRON LOGNAME=boomfaya
1534753214.178215 peer 0x7f8a6b810a00 message 105
1534753214.178224 client 0x7f8a6b810000 IDENTIFY_ENVIRON GOPATH=/Users/boomfaya/go
1534753214.178233 peer 0x7f8a6b810a00 message 105
1534753214.178243 client 0x7f8a6b810000 IDENTIFY_ENVIRON _=/usr/local/bin/tmux
1534753214.178271 peer 0x7f8a6b810a00 message 106
1534753214.178280 client 0x7f8a6b810000 name is /dev/ttys000
1534753214.178312 tty_resize: /dev/ttys000 now 241x53
1534753214.178324 peer 0x7f8a6b810a00 message 200
1534753214.178342 cmdq_next <global>: enter
1534753214.178355 cmdq_next <global>: command[bind-key] (0), flags 0
1534753214.189275 session_remove_ref: 0 notify_callback, now 3
1534753214.189282 session_remove_ref: 0 notify_callback, now 2
1534753214.189289 cmdq_next <global>: callback[notify_callback] (1), flags 0
1534753214.189295 notify_callback: client-session-changed
1534753214.189302 unref client 0x7f8a6b810000 (2 references)
1534753214.189309 session_remove_ref: 0 notify_callback, now 1
1534753214.189315 cmdq_next <global>: exit (empty)
1534753214.189324 cmdq_next <0x7f8a6b810000>: empty
1534753214.189351 cmdq_next <global>: empty
1534753214.189361 cmdq_next <0x7f8a6b810000>: empty
1534753214.189378 /dev/ttys000: redraw deferred (139 left)
1534753214.189403 redraw timer started
1534753214.189443 /dev/ttys000: \033[1;1H
1534753214.189468 @0 active pane not changed
1534753214.189580 /dev/ttys000: wrote 145 bytes (of 145)
1534753214.189597 cmdq_next <global>: empty
1534753214.189609 cmdq_next <0x7f8a6b810000>: empty
1534753214.189637 /dev/ttys000: redraw needed
1534753214.189659 screen_write_start: size 241x1, no pane
1534753214.189771 screen_write_collect_flush: flushed 0 items (0 bytes)
1534753214.189824 screen_write_stop: 241 cells (241 written, 0 skipped)
1534753214.190478 format '[#S] ' -> '[0] '
1534753214.190537 unref client 0x7f8a6b810000 (2 references)
1534753214.191661 format ' "#{=21:pane_title}" 10:20 20-ao\303\273-18' -> ' "boomfaya" 10:20 20-ao\303\273-18'
1534753214.191727 unref client 0x7f8a6b810000 (2 references)
1534753214.192115 format '#{window_flags}' -> '*'
1534753214.192129 format '#I:#W#{?window_flags,#{window_flags}, }' -> '0:bash*'
1534753214.192162 unref client 0x7f8a6b810000 (2 references)
1534753214.192173 screen_write_start: size 8x1, no pane
1534753214.192183 screen_write_collect_flush: flushed 0 items (0 bytes)
1534753214.192189 screen_write_stop: 8 cells (8 written, 0 skipped)
1534753214.192196 screen_write_start: size 241x1, no pane
1534753214.192207 screen_write_collect_flush: flushed 0 items (0 bytes)
1534753214.192214 screen_write_stop: 31 cells (27 written, 4 skipped)
1534753214.192257 /dev/ttys000: \033[?25l
1534753214.192428 tty_clear_line: 241 at 0,0
1534753214.192436 /dev/ttys000: \033[K
1534753214.192443 tty_clear_line: 241 at 0,1
1534753214.192449 /dev/ttys000: \r
1534753214.192456 /dev/ttys000: \n
1534753214.192462 /dev/ttys000: \033[K
1534753214.192468 tty_clear_line: 241 at 0,2
1534753214.192474 /dev/ttys000: \r
1534753214.192481 /dev/ttys000: \n
1534753214.192487 /dev/ttys000: \033[K
1534753214.192493 tty_clear_line: 241 at 0,3
1534753214.192499 /dev/ttys000: \r
1534753214.192505 /dev/ttys000: \n
1534753214.192511 /dev/ttys000: \033[K
1534753214.192518 tty_clear_line: 241 at 0,4
1534753214.192524 /dev/ttys000: \r
1534753214.192530 /dev/ttys000: \n
1534753214.192537 /dev/ttys000: \033[K
1534753214.192543 tty_clear_line: 241 at 0,5
1534753214.192549 /dev/ttys000: \r
1534753214.192555 /dev/ttys000: \n
1534753214.192561 /dev/ttys000: \033[K
1534753214.192568 tty_clear_line: 241 at 0,6
1534753214.192574 /dev/ttys000: \r
1534753214.192580 /dev/ttys000: \n
1534753214.192586 /dev/ttys000: \033[K
1534753214.192592 tty_clear_line: 241 at 0,7
1534753214.192598 /dev/ttys000: \r
1534753214.192604 /dev/ttys000: \n
1534753214.192610 /dev/ttys000: \033[K
1534753214.192617 tty_clear_line: 241 at 0,8
1534753214.192623 /dev/ttys000: \r
1534753214.192629 /dev/ttys000: \n
1534753214.192635 /dev/ttys000: \033[K
1534753214.192642 tty_clear_line: 241 at 0,9
1534753214.192648 /dev/ttys000: \r
1534753214.192654 /dev/ttys000: \n
1534753214.192660 /dev/ttys000: \033[K
1534753214.192667 tty_clear_line: 241 at 0,10
1534753214.192673 /dev/ttys000: \r
1534753214.192679 /dev/ttys000: \n
1534753214.192685 /dev/ttys000: \033[K
1534753214.192691 tty_clear_line: 241 at 0,11
1534753214.192697 /dev/ttys000: \r
1534753214.192703 /dev/ttys000: \n
1534753214.192710 /dev/ttys000: \033[K
1534753214.192716 tty_clear_line: 241 at 0,12
1534753214.192722 /dev/ttys000: \r
1534753214.192728 /dev/ttys000: \n
1534753214.192734 /dev/ttys000: \033[K
1534753214.192740 tty_clear_line: 241 at 0,13
1534753214.192746 /dev/ttys000: \r
1534753214.192753 /dev/ttys000: \n
1534753214.192759 /dev/ttys000: \033[K
1534753214.192765 tty_clear_line: 241 at 0,14
1534753214.192771 /dev/ttys000: \r
1534753214.192777 /dev/ttys000: \n
1534753214.192783 /dev/ttys000: \033[K
1534753214.192790 tty_clear_line: 241 at 0,15
1534753214.192796 /dev/ttys000: \r
1534753214.192802 /dev/ttys000: \n
1534753214.192808 /dev/ttys000: \033[K
1534753214.192814 tty_clear_line: 241 at 0,16
1534753214.192820 /dev/ttys000: \r
1534753214.192826 /dev/ttys000: \n
1534753214.192832 /dev/ttys000: \033[K
1534753214.192839 tty_clear_line: 241 at 0,17
1534753214.192845 /dev/ttys000: \r
1534753214.192851 /dev/ttys000: \n
1534753214.192857 /dev/ttys000: \033[K
1534753214.192863 tty_clear_line: 241 at 0,18
1534753214.192869 /dev/ttys000: \r
1534753214.192876 /dev/ttys000: \n
1534753214.192882 /dev/ttys000: \033[K
1534753214.192888 tty_clear_line: 241 at 0,19
1534753214.192894 /dev/ttys000: \r
1534753214.192900 /dev/ttys000: \n
1534753214.192906 /dev/ttys000: \033[K
1534753214.192912 tty_clear_line: 241 at 0,20
1534753214.192919 /dev/ttys000: \r
1534753214.192925 /dev/ttys000: \n
1534753214.192947 /dev/ttys000: \033[K
1534753214.192954 tty_clear_line: 241 at 0,21
1534753214.192960 /dev/ttys000: \r
1534753214.192966 /dev/ttys000: \n
1534753214.192973 /dev/ttys000: \033[K
1534753214.192979 tty_clear_line: 241 at 0,22
1534753214.192985 /dev/ttys000: \r
1534753214.192991 /dev/ttys000: \n
1534753214.192998 /dev/ttys000: \033[K
1534753214.193004 tty_clear_line: 241 at 0,23
1534753214.193010 /dev/ttys000: \r
1534753214.193016 /dev/ttys000: \n
1534753214.193022 /dev/ttys000: \033[K
1534753214.193028 tty_clear_line: 241 at 0,24
1534753214.193034 /dev/ttys000: \r
1534753214.193040 /dev/ttys000: \n
1534753214.193047 /dev/ttys000: \033[K
1534753214.193053 tty_clear_line: 241 at 0,25
1534753214.193059 /dev/ttys000: \r
1534753214.193065 /dev/ttys000: \n
1534753214.193071 /dev/ttys000: \033[K
1534753214.193077 tty_clear_line: 241 at 0,26
1534753214.193083 /dev/ttys000: \r
1534753214.193089 /dev/ttys000: \n
1534753214.193095 /dev/ttys000: \033[K
1534753214.193101 tty_clear_line: 241 at 0,27
1534753214.193107 /dev/ttys000: \r
1534753214.193113 /dev/ttys000: \n
1534753214.193120 /dev/ttys000: \033[K
1534753214.193126 tty_clear_line: 241 at 0,28
1534753214.193132 /dev/ttys000: \r
1534753214.193138 /dev/ttys000: \n
1534753214.193144 /dev/ttys000: \033[K
1534753214.193150 tty_clear_line: 241 at 0,29
1534753214.193156 /dev/ttys000: \r
1534753214.193163 /dev/ttys000: \n
1534753214.193169 /dev/ttys000: \033[K
1534753214.193175 tty_clear_line: 241 at 0,30
1534753214.193181 /dev/ttys000: \r
1534753214.193187 /dev/ttys000: \n
1534753214.193193 /dev/ttys000: \033[K
1534753214.193199 tty_clear_line: 241 at 0,31
1534753214.193206 /dev/ttys000: \r
1534753214.193212 /dev/ttys000: \n
1534753214.193218 /dev/ttys000: \033[K
1534753214.193224 tty_clear_line: 241 at 0,32
1534753214.193230 /dev/ttys000: \r
1534753214.193236 /dev/ttys000: \n
1534753214.193242 /dev/ttys000: \033[K
1534753214.193248 tty_clear_line: 241 at 0,33
1534753214.193254 /dev/ttys000: \r
1534753214.193261 /dev/ttys000: \n
1534753214.193267 /dev/ttys000: \033[K
1534753214.193273 tty_clear_line: 241 at 0,34
1534753214.193279 /dev/ttys000: \r
1534753214.193285 /dev/ttys000: \n
1534753214.193293 /dev/ttys000: \033[K
1534753214.193301 tty_clear_line: 241 at 0,35
1534753214.193307 /dev/ttys000: \r
1534753214.193313 /dev/ttys000: \n
1534753214.193319 /dev/ttys000: \033[K
1534753214.193326 tty_clear_line: 241 at 0,36
1534753214.193333 /dev/ttys000: \r
1534753214.193340 /dev/ttys000: \n
1534753214.193347 /dev/ttys000: \033[K
1534753214.193353 tty_clear_line: 241 at 0,37
1534753214.193359 /dev/ttys000: \r
1534753214.193366 /dev/ttys000: \n
1534753214.193372 /dev/ttys000: \033[K
1534753214.193378 tty_clear_line: 241 at 0,38
1534753214.193384 /dev/ttys000: \r
1534753214.193390 /dev/ttys000: \n
1534753214.193396 /dev/ttys000: \033[K
1534753214.193403 tty_clear_line: 241 at 0,39
1534753214.193409 /dev/ttys000: \r
1534753214.193415 /dev/ttys000: \n
1534753214.193421 /dev/ttys000: \033[K
1534753214.193427 tty_clear_line: 241 at 0,40
1534753214.193433 /dev/ttys000: \r
1534753214.193439 /dev/ttys000: \n
1534753214.193445 /dev/ttys000: \033[K
1534753214.193452 tty_clear_line: 241 at 0,41
1534753214.193458 /dev/ttys000: \r
1534753214.193464 /dev/ttys000: \n
1534753214.193470 /dev/ttys000: \033[K
1534753214.193476 tty_clear_line: 241 at 0,42
1534753214.193482 /dev/ttys000: \r
1534753214.193488 /dev/ttys000: \n
1534753214.193494 /dev/ttys000: \033[K
1534753214.193500 tty_clear_line: 241 at 0,43
1534753214.193506 /dev/ttys000: \r
1534753214.193513 /dev/ttys000: \n
1534753214.193519 /dev/ttys000: \033[K
1534753214.193525 tty_clear_line: 241 at 0,44
1534753214.193531 /dev/ttys000: \r
1534753214.193537 /dev/ttys000: \n
1534753214.193545 /dev/ttys000: \033[K
1534753214.193551 tty_clear_line: 241 at 0,45
1534753214.193557 /dev/ttys000: \r
1534753214.193564 /dev/ttys000: \n
1534753214.193570 /dev/ttys000: \033[K
1534753214.193579 tty_clear_line: 241 at 0,46
1534753214.193586 /dev/ttys000: \r
1534753214.193592 /dev/ttys000: \n
1534753214.193600 /dev/ttys000: \033[K
1534753214.193606 tty_clear_line: 241 at 0,47
1534753214.193625 /dev/ttys000: \r
1534753214.193632 /dev/ttys000: \n
1534753214.193638 /dev/ttys000: \033[K
1534753214.193644 tty_clear_line: 241 at 0,48
1534753214.193650 /dev/ttys000: \r
1534753214.193657 /dev/ttys000: \n
1534753214.193662 /dev/ttys000: \033[K
1534753214.193669 tty_clear_line: 241 at 0,49
1534753214.193675 /dev/ttys000: \r
1534753214.193681 /dev/ttys000: \n
1534753214.193687 /dev/ttys000: \033[K
1534753214.193693 tty_clear_line: 241 at 0,50
1534753214.193699 /dev/ttys000: \r
1534753214.193705 /dev/ttys000: \n
1534753214.193712 /dev/ttys000: \033[K
1534753214.193718 tty_clear_line: 241 at 0,51
1534753214.193724 /dev/ttys000: \r
1534753214.193730 /dev/ttys000: \n
1534753214.193736 /dev/ttys000: \033[K
1534753214.193743 /dev/ttys000: \r
1534753214.193749 /dev/ttys000: \n
1534753214.193762 /dev/ttys000: \033[30m
1534753214.193770 /dev/ttys000: \033[42m
1534753214.193778 /dev/ttys000: [0] 0:bash*                                                                                                                                                                                                            "boomfaya" 10:20 20-ao\303\273-1
1534753214.193785 /dev/ttys000: 8
1534753214.193792 /dev/ttys000: \033(B\033[m
1534753214.193799 /dev/ttys000: redraw added 524 bytes
1534753214.193806 /dev/ttys000: \033[1;1H
1534753214.193813 /dev/ttys000: \033[?12l\033[?25h
1534753214.193820 @0 active pane not changed
1534753214.193848 /dev/ttys000: wrote 542 bytes (of 542)
1534753214.193857 /dev/ttys000: waiting for redraw, 0 bytes left
1534753214.193900 /dev/ttys000: read 7 bytes (already 0)
1534753214.193910 /dev/ttys000: keys are 7 (\033[?1;2c)
1534753214.193921 /dev/ttys000: received DA \033[?1;2c (VT100)
1534753214.193929 /dev/ttys000: complete key \033[?1;2c 0xfffe00000000
1534753214.193944 peer 0x7f8a6b810a00 message 208
1534753214.193953 tty_resize: /dev/ttys000 now 241x53
1534753214.193960 /dev/ttys000: \033(B\033[m
1534753214.193967 /dev/ttys000: \033[?12;25h
1534753214.193973 /dev/ttys000: \033[?12l\033[?25h
1534753214.193979 /dev/ttys000: \033[?1003l
1534753214.193987 /dev/ttys000: \033[?1006l
1534753214.193993 /dev/ttys000: \033[?2004l
1534753214.194001 /dev/ttys000: \033[1;1H
1534753214.194008 /dev/ttys000: \033[1;53r
1534753214.194016 cmd_find_from_session: s=$0
1534753214.194023 cmd_find_from_session: wl=0 1 w=@0 bash
1534753214.194029 cmd_find_from_session: wp=%0
1534753214.194035 cmd_find_from_session: idx=none
1534753214.194042 session_add_ref: 0 notify_add, now 2
1534753214.194051 redraw timer fired
1534753214.194058 cmdq_next <global>: enter
1534753214.194065 cmdq_next <global>: callback[notify_callback] (1), flags 0
1534753214.194071 notify_callback: client-resized
1534753214.194079 unref client 0x7f8a6b810000 (2 references)
1534753214.194085 session_remove_ref: 0 notify_callback, now 1
1534753214.194092 cmdq_next <global>: exit (empty)
1534753214.194099 cmdq_next <0x7f8a6b810000>: empty
1534753214.194105 cmdq_next <global>: empty
1534753214.194112 cmdq_next <0x7f8a6b810000>: empty
1534753214.194118 /dev/ttys000: redraw deferred (64 left)
1534753214.194125 redraw timer started
1534753214.194132 /dev/ttys000: \033[1;1H
1534753214.194140 @0 active pane not changed
1534753214.194163 /dev/ttys000: wrote 70 bytes (of 70)
1534753214.194171 cmdq_next <global>: empty
1534753214.194178 cmdq_next <0x7f8a6b810000>: empty
1534753214.194185 /dev/ttys000: redraw needed
1534753214.194194 screen_write_start: size 241x1, no pane
1534753214.194216 screen_write_collect_flush: flushed 0 items (0 bytes)
1534753214.194225 screen_write_stop: 241 cells (241 written, 0 skipped)
1534753214.194483 format '[#S] ' -> '[0] '
1534753214.194540 unref client 0x7f8a6b810000 (2 references)
1534753214.194820 format ' "#{=21:pane_title}" 10:20 20-ao\303\273-18' -> ' "boomfaya" 10:20 20-ao\303\273-18'
1534753214.194860 unref client 0x7f8a6b810000 (2 references)
1534753214.195141 format '#{window_flags}' -> '*'
1534753214.195154 format '#I:#W#{?window_flags,#{window_flags}, }' -> '0:bash*'
1534753214.195187 unref client 0x7f8a6b810000 (2 references)
1534753214.195221 screen_write_start: size 8x1, no pane
1534753214.195232 screen_write_collect_flush: flushed 0 items (0 bytes)
1534753214.195241 screen_write_stop: 8 cells (8 written, 0 skipped)
1534753214.195249 screen_write_start: size 241x1, no pane
1534753214.195259 screen_write_collect_flush: flushed 0 items (0 bytes)
1534753214.195266 screen_write_stop: 31 cells (27 written, 4 skipped)
1534753214.195281 /dev/ttys000: \033[?25l
1534753214.195452 tty_clear_line: 241 at 0,0
1534753214.195461 /dev/ttys000: \033[K
1534753214.195468 tty_clear_line: 241 at 0,1
1534753214.195475 /dev/ttys000: \r
1534753214.195483 /dev/ttys000: \n
1534753214.195494 /dev/ttys000: \033[K
1534753214.195505 tty_clear_line: 241 at 0,2
1534753214.195515 /dev/ttys000: \r
1534753214.195525 /dev/ttys000: \n
1534753214.195534 /dev/ttys000: \033[K
1534753214.195544 tty_clear_line: 241 at 0,3
1534753214.195554 /dev/ttys000: \r
1534753214.195563 /dev/ttys000: \n
1534753214.195573 /dev/ttys000: \033[K
1534753214.195582 tty_clear_line: 241 at 0,4
1534753214.195592 /dev/ttys000: \r
1534753214.195617 /dev/ttys000: \n
1534753214.195635 /dev/ttys000: \033[K
1534753214.195647 tty_clear_line: 241 at 0,5
1534753214.195658 /dev/ttys000: \r
1534753214.195668 /dev/ttys000: \n
1534753214.195679 /dev/ttys000: \033[K
1534753214.195688 tty_clear_line: 241 at 0,6
1534753214.195706 /dev/ttys000: \r
1534753214.195719 /dev/ttys000: \n
1534753214.195727 /dev/ttys000: \033[K
1534753214.195734 tty_clear_line: 241 at 0,7
1534753214.195741 /dev/ttys000: \r
1534753214.195747 /dev/ttys000: \n
1534753214.195754 /dev/ttys000: \033[K
1534753214.195760 tty_clear_line: 241 at 0,8
1534753214.195767 /dev/ttys000: \r
1534753214.195773 /dev/ttys000: \n
1534753214.195779 /dev/ttys000: \033[K
1534753214.195786 tty_clear_line: 241 at 0,9
1534753214.195792 /dev/ttys000: \r
1534753214.195798 /dev/ttys000: \n
1534753214.195804 /dev/ttys000: \033[K
1534753214.195811 tty_clear_line: 241 at 0,10
1534753214.195817 /dev/ttys000: \r
1534753214.195823 /dev/ttys000: \n
1534753214.195829 /dev/ttys000: \033[K
1534753214.195836 tty_clear_line: 241 at 0,11
1534753214.195842 /dev/ttys000: \r
1534753214.195848 /dev/ttys000: \n
1534753214.195854 /dev/ttys000: \033[K
1534753214.195861 tty_clear_line: 241 at 0,12
1534753214.195867 /dev/ttys000: \r
1534753214.195873 /dev/ttys000: \n
1534753214.195879 /dev/ttys000: \033[K
1534753214.195885 tty_clear_line: 241 at 0,13
1534753214.195892 /dev/ttys000: \r
1534753214.195898 /dev/ttys000: \n
1534753214.195904 /dev/ttys000: \033[K
1534753214.195910 tty_clear_line: 241 at 0,14
1534753214.195916 /dev/ttys000: \r
1534753214.195922 /dev/ttys000: \n
1534753214.195929 /dev/ttys000: \033[K
1534753214.195935 tty_clear_line: 241 at 0,15
1534753214.195941 /dev/ttys000: \r
1534753214.195947 /dev/ttys000: \n
1534753214.195953 /dev/ttys000: \033[K
1534753214.195960 tty_clear_line: 241 at 0,16
1534753214.195966 /dev/ttys000: \r
1534753214.195972 /dev/ttys000: \n
1534753214.195978 /dev/ttys000: \033[K
1534753214.195985 tty_clear_line: 241 at 0,17
1534753214.195991 /dev/ttys000: \r
1534753214.195997 /dev/ttys000: \n
1534753214.196003 /dev/ttys000: \033[K
1534753214.196009 tty_clear_line: 241 at 0,18
1534753214.196015 /dev/ttys000: \r
1534753214.196021 /dev/ttys000: \n
1534753214.196028 /dev/ttys000: \033[K
1534753214.196034 tty_clear_line: 241 at 0,19
1534753214.196040 /dev/ttys000: \r
1534753214.196046 /dev/ttys000: \n
1534753214.196052 /dev/ttys000: \033[K
1534753214.196059 tty_clear_line: 241 at 0,20
1534753214.196065 /dev/ttys000: \r
1534753214.196071 /dev/ttys000: \n
1534753214.196077 /dev/ttys000: \033[K
1534753214.196084 tty_clear_line: 241 at 0,21
1534753214.196090 /dev/ttys000: \r
1534753214.196096 /dev/ttys000: \n
1534753214.196103 /dev/ttys000: \033[K
1534753214.196109 tty_clear_line: 241 at 0,22
1534753214.196115 /dev/ttys000: \r
1534753214.196121 /dev/ttys000: \n
1534753214.196127 /dev/ttys000: \033[K
1534753214.196134 tty_clear_line: 241 at 0,23
1534753214.196140 /dev/ttys000: \r
1534753214.196146 /dev/ttys000: \n
1534753214.196152 /dev/ttys000: \033[K
1534753214.196186 tty_clear_line: 241 at 0,24
1534753214.196192 /dev/ttys000: \r
1534753214.196199 /dev/ttys000: \n
1534753214.196205 /dev/ttys000: \033[K
1534753214.196212 tty_clear_line: 241 at 0,25
1534753214.196218 /dev/ttys000: \r
1534753214.196224 /dev/ttys000: \n
1534753214.196230 /dev/ttys000: \033[K
1534753214.196236 tty_clear_line: 241 at 0,26
1534753214.196243 /dev/ttys000: \r
1534753214.196249 /dev/ttys000: \n
1534753214.196255 /dev/ttys000: \033[K
1534753214.196262 tty_clear_line: 241 at 0,27
1534753214.196268 /dev/ttys000: \r
1534753214.196274 /dev/ttys000: \n
1534753214.196280 /dev/ttys000: \033[K
1534753214.196287 tty_clear_line: 241 at 0,28
1534753214.196293 /dev/ttys000: \r
1534753214.196299 /dev/ttys000: \n
1534753214.196306 /dev/ttys000: \033[K
1534753214.196313 tty_clear_line: 241 at 0,29
1534753214.196319 /dev/ttys000: \r
1534753214.196325 /dev/ttys000: \n
1534753214.196332 /dev/ttys000: \033[K
1534753214.196338 tty_clear_line: 241 at 0,30
1534753214.196344 /dev/ttys000: \r
1534753214.196350 /dev/ttys000: \n
1534753214.196356 /dev/ttys000: \033[K
1534753214.196363 tty_clear_line: 241 at 0,31
1534753214.196369 /dev/ttys000: \r
1534753214.196375 /dev/ttys000: \n
1534753214.196381 /dev/ttys000: \033[K
1534753214.196388 tty_clear_line: 241 at 0,32
1534753214.196394 /dev/ttys000: \r
1534753214.196400 /dev/ttys000: \n
1534753214.196406 /dev/ttys000: \033[K
1534753214.196412 tty_clear_line: 241 at 0,33
1534753214.196418 /dev/ttys000: \r
1534753214.196424 /dev/ttys000: \n
1534753214.196431 /dev/ttys000: \033[K
1534753214.196437 tty_clear_line: 241 at 0,34
1534753214.196444 /dev/ttys000: \r
1534753214.196451 /dev/ttys000: \n
1534753214.196459 /dev/ttys000: \033[K
1534753214.196466 tty_clear_line: 241 at 0,35
1534753214.196472 /dev/ttys000: \r
1534753214.196478 /dev/ttys000: \n
1534753214.196484 /dev/ttys000: \033[K
1534753214.196490 tty_clear_line: 241 at 0,36
1534753214.196496 /dev/ttys000: \r
1534753214.196503 /dev/ttys000: \n
1534753214.196509 /dev/ttys000: \033[K
1534753214.196516 tty_clear_line: 241 at 0,37
1534753214.196522 /dev/ttys000: \r
1534753214.196529 /dev/ttys000: \n
1534753214.196535 /dev/ttys000: \033[K
1534753214.196541 tty_clear_line: 241 at 0,38
1534753214.196548 /dev/ttys000: \r
1534753214.196554 /dev/ttys000: \n
1534753214.196560 /dev/ttys000: \033[K
1534753214.196566 tty_clear_line: 241 at 0,39
1534753214.196573 /dev/ttys000: \r
1534753214.196579 /dev/ttys000: \n
1534753214.196585 /dev/ttys000: \033[K
1534753214.196591 tty_clear_line: 241 at 0,40
1534753214.196597 /dev/ttys000: \r
1534753214.196604 /dev/ttys000: \n
1534753214.196610 /dev/ttys000: \033[K
1534753214.196616 tty_clear_line: 241 at 0,41
1534753214.196622 /dev/ttys000: \r
1534753214.196628 /dev/ttys000: \n
1534753214.196634 /dev/ttys000: \033[K
1534753214.196641 tty_clear_line: 241 at 0,42
1534753214.196647 /dev/ttys000: \r
1534753214.196655 /dev/ttys000: \n
1534753214.196661 /dev/ttys000: \033[K
1534753214.196668 tty_clear_line: 241 at 0,43
1534753214.196674 /dev/ttys000: \r
1534753214.196680 /dev/ttys000: \n
1534753214.196686 /dev/ttys000: \033[K
1534753214.196693 tty_clear_line: 241 at 0,44
1534753214.196699 /dev/ttys000: \r
1534753214.196705 /dev/ttys000: \n
1534753214.196712 /dev/ttys000: \033[K
1534753214.196718 tty_clear_line: 241 at 0,45
1534753214.196725 /dev/ttys000: \r
1534753214.196731 /dev/ttys000: \n
1534753214.196737 /dev/ttys000: \033[K
1534753214.196744 tty_clear_line: 241 at 0,46
